time,AM,SINE
0.00083,1.10252,-1.66683
0.0008305,1.01176,-1.64614
0.000831,0.920992,-1.62388
0.0008315,0.830294,-1.60006
0.000832,0.739751,-1.57473
0.0008325,0.649447,-1.54791
0.000833,0.559464,-1.51964
0.0008335,0.469884,-1.48995
0.000834,0.380789,-1.45887
0.0008345,0.292261,-1.42644
0.000835,0.204382,-1.39271
0.0008355,0.11723,-1.35771
0.000836,0.0308875,-1.32147
0.0008365,-0.0545682,-1.28405
0.000837,-0.139058,-1.24548
0.0008375,-0.222505,-1.20582
0.000838,-0.304833,-1.16509
0.0008385,-0.385967,-1.12336
0.000839,-0.465831,-1.08066
0.0008395,-0.544353,-1.03705
0.00084,-0.621461,-0.992567
0.0008405,-0.697085,-0.947268
0.000841,-0.771154,-0.901201
0.0008415,-0.843603,-0.854416
0.000842,-0.914363,-0.806964
0.0008425,-0.98337,-0.758897
0.000843,-1.05056,-0.710267
0.0008435,-1.11588,-0.661125
0.000844,-1.17925,-0.611525
0.0008445,-1.24063,-0.561521
0.000845,-1.29996,-0.511164
0.0008455,-1.35719,-0.460509
0.000846,-1.41225,-0.409608
0.0008465,-1.46511,-0.358517
0.000847,-1.51571,-0.307287
0.0008475,-1.56401,-0.255974
0.000848,-1.60996,-0.204629
0.0008485,-1.65352,-0.153306
0.000849,-1.69465,-0.102059
0.0008495,-1.73331,-0.0509394
0.00085,-1.76947,-2.21651e-12
0.0008505,-1.80309,0.0507074
0.000851,-1.83415,0.101131
0.0008515,-1.86262,0.151221
0.000852,-1.88846,0.200926
0.0008525,-1.91166,0.250196
0.000853,-1.93219,0.298984
0.0008535,-1.95003,0.347239
0.000854,-1.96518,0.394915
0.0008545,-1.97761,0.441965
0.000855,-1.98732,0.488343
0.0008555,-1.99429,0.534004
0.000856,-1.99851,0.578904
0.0008565,-2,0.623001
0.000857,-1.99873,0.666252
0.0008575,-1.99472,0.708616
0.000858,-1.98797,0.750054
0.0008585,-1.97849,0.790528
0.000859,-1.96627,0.829999
0.0008595,-1.95134,0.868432
0.00086,-1.93371,0.905793
0.0008605,-1.91339,0.942047
0.000861,-1.89041,0.977162
0.0008615,-1.86477,1.01111
0.000862,-1.83652,1.04386
0.0008625,-1.80567,1.07538
0.000863,-1.77224,1.10564
0.0008635,-1.73628,1.13463
0.000864,-1.69782,1.16232
0.0008645,-1.65689,1.18869
0.000865,-1.61352,1.21371
0.0008655,-1.56776,1.23736
0.000866,-1.51965,1.25964
0.0008665,-1.46923,1.28052
0.000867,-1.41655,1.29999
0.0008675,-1.36166,1.31803
0.000868,-1.3046,1.33464
0.0008685,-1.24544,1.34981
0.000869,-1.18422,1.36353
0.0008695,-1.121,1.37579
0.00087,-1.05584,1.38658
0.0008705,-0.988795,1.39591
0.000871,-0.91993,1.40377
0.0008715,-0.849307,1.41017
0.000872,-0.776991,1.4151
0.0008725,-0.703048,1.41857
0.000873,-0.627546,1.42058
0.0008735,-0.550554,1.42114
0.000874,-0.472142,1.42026
0.0008745,-0.392382,1.41795
0.000875,-0.311347,1.41421
0.0008755,-0.229112,1.40907
0.000876,-0.145751,1.40253
0.0008765,-0.0613414,1.39461
0.000877,0.0240402,1.38532
0.0008775,0.110315,1.37469
0.000878,0.197405,1.36273
0.0008785,0.28523,1.34947
0.000879,0.373708,1.33493
0.0008795,0.462761,1.31912
0.00088,0.552305,1.30209
0.0008805,0.642259,1.28384
0.000881,0.732541,1.26441
0.0008815,0.823068,1.24383
0.000882,0.913756,1.22212
0.0008825,1.00452,1.19932
0.000883,1.09529,1.17545
0.0008835,1.18596,1.15056
0.000884,1.27647,1.12466
0.0008845,1.36672,1.09781
0.000885,1.45664,1.07003
0.0008855,1.54614,1.04135
0.000886,1.63514,1.01182
0.0008865,1.72355,0.981465
0.000887,1.81131,0.950333
0.0008875,1.89832,0.918458
0.000888,1.98451,0.885881
0.0008885,2.0698,0.852639
0.000889,2.15411,0.818774
0.0008895,2.23736,0.784327
0.00089,2.31948,0.749337
0.0008905,2.40039,0.713846
0.000891,2.48002,0.677896
0.0008915,2.55829,0.641528
0.000892,2.63514,0.604785
0.0008925,2.71049,0.567708
0.000893,2.78427,0.53034
0.0008935,2.85642,0.492723
0.000894,2.92687,0.454899
0.0008945,2.99556,0.416909
0.000895,3.06242,0.378797
0.0008955,3.12739,0.340604
0.000896,3.19041,0.302372
0.0008965,3.25143,0.264142
0.000897,3.31039,0.225955
0.0008975,3.36723,0.187853
0.000898,3.4219,0.149875
0.0008985,3.47436,0.112061
0.000899,3.52455,0.0744516
0.0008995,3.57242,0.037085
0.0009,3.61795,1.92377e-12
0.0009005,3.66108,-0.0367657
0.000901,3.70177,-0.0731749
0.0009015,3.73998,-0.109191
0.000902,3.77569,-0.144778
0.0009025,3.80886,-0.179901
0.000903,3.83945,-0.214526
0.0009035,3.86745,-0.248619
0.000904,3.89282,-0.282148
0.0009045,3.91554,-0.315081
0.000905,3.93559,-0.347387
0.0009055,3.95295,-0.379036
0.000906,3.96761,-0.409999
0.0009065,3.97955,-0.440249
0.000907,3.98877,-0.469759
0.0009075,3.99525,-0.498502
0.000908,3.99898,-0.526455
0.0009085,3.99997,-0.553593
0.000909,3.99822,-0.579895
0.0009095,3.99371,-0.605338
0.00091,3.98647,-0.629902
0.0009105,3.9765,-0.653569
0.000911,3.96379,-0.676321
0.0009115,3.94838,-0.698141
0.000912,3.93026,-0.719014
0.0009125,3.90946,-0.738925
0.000913,3.886,-0.757861
0.0009135,3.8599,-0.775811
0.000914,3.83117,-0.792765
0.0009145,3.79986,-0.808713
0.000915,3.76598,-0.823646
0.0009155,3.72957,-0.837559
0.000916,3.69066,-0.850446
0.0009165,3.64928,-0.862303
0.000917,3.60548,-0.873126
0.0009175,3.5593,-0.882914
0.000918,3.51077,-0.891666
0.0009185,3.45994,-0.899383
0.000919,3.40686,-0.906067
0.0009195,3.35158,-0.911722
0.00092,3.29414,-0.91635
0.0009205,3.23461,-0.919958
0.000921,3.17302,-0.922553
0.0009215,3.10945,-0.924141
0.000922,3.04395,-0.924733
0.0009225,2.97657,-0.924338
0.000923,2.90739,-0.922966
0.0009235,2.83646,-0.920631
0.000924,2.76384,-0.917346
0.0009245,2.68962,-0.913124
0.000925,2.61384,-0.907981
0.0009255,2.53659,-0.901933
0.000926,2.45793,-0.894997
0.0009265,2.37794,-0.887191
0.000927,2.29668,-0.878534
0.0009275,2.21424,-0.869046
0.000928,2.13068,-0.858746
0.0009285,2.04609,-0.847658
0.000929,1.96055,-0.835802
0.0009295,1.87412,-0.823202
0.00093,1.78689,-0.80988
0.0009305,1.69894,-0.795862
0.000931,1.61036,-0.781172
0.0009315,1.52121,-0.765835
0.000932,1.43158,-0.749876
0.0009325,1.34157,-0.733324
0.000933,1.25123,-0.716204
0.0009335,1.16067,-0.698543
0.000934,1.06996,-0.68037
0.0009345,0.97919,-0.661713
0.000935,0.888436,-0.642599
0.0009355,0.797785,-0.623057
0.000936,0.707318,-0.603117
0.0009365,0.617119,-0.582807
0.000937,0.527271,-0.562157
0.0009375,0.437856,-0.541196
0.000938,0.348956,-0.519953
0.0009385,0.260651,-0.498459
0.000939,0.173024,-0.476741
0.0009395,0.0861531,-0.454831
0.00094,0.000119496,-0.432756
0.0009405,-0.0849987,-0.410548
0.000941,-0.169123,-0.388234
0.0009415,-0.252178,-0.365843
0.000942,-0.334086,-0.343405
0.0009425,-0.414772,-0.320948
0.000943,-0.494163,-0.298501
0.0009435,-0.572186,-0.27609
0.000944,-0.64877,-0.253743
0.0009445,-0.723844,-0.231488
0.000945,-0.797339,-0.209352
0.0009455,-0.869189,-0.187359
0.000946,-0.939328,-0.165538
0.0009465,-1.00769,-0.143911
0.000947,-1.07422,-0.122505
0.0009475,-1.13884,-0.101344
0.000948,-1.20151,-0.0804498
0.0009485,-1.26216,-0.0598466
0.000949,-1.32074,-0.0395563
0.0009495,-1.3772,-0.0196005
0.00095,-1.43148,-1.17614e-12
0.0009505,-1.48353,0.0192251
0.000951,-1.53331,0.0380555
0.0009515,-1.58077,0.0564725
0.000952,-1.62586,0.0744584
0.0009525,-1.66856,0.0919961
0.000953,-1.7088,0.109069
0.0009535,-1.74657,0.125663
0.000954,-1.78183,0.141763
0.0009545,-1.81453,0.157355
0.000955,-1.84467,0.172426
0.0009555,-1.87219,0.186965
0.000956,-1.89709,0.200961
0.0009565,-1.91933,0.214403
0.000957,-1.9389,0.227283
0.0009575,-1.95578,0.239592
0.000958,-1.96995,0.251323
0.0009585,-1.98141,0.262469
0.000959,-1.99013,0.273026
0.0009595,-1.99612,0.282988
0.00096,-1.99936,0.292352
0.0009605,-1.99986,0.301116
0.000961,-1.99761,0.309277
0.0009615,-1.99262,0.316835
0.000962,-1.98488,0.323789
0.0009625,-1.97442,0.330142
0.000963,-1.96123,0.335893
0.0009635,-1.94533,0.341047
0.000964,-1.92673,0.345607
0.0009645,-1.90545,0.349577
0.000965,-1.88151,0.352963
0.0009655,-1.85494,0.355771
0.000966,-1.82574,0.358007
0.0009665,-1.79397,0.35968
0.000967,-1.75963,0.360798
0.0009675,-1.72277,0.36137
0.000968,-1.68341,0.361406
0.0009685,-1.6416,0.360917
0.000969,-1.59737,0.359915
0.0009695,-1.55076,0.358412
0.00097,-1.50182,0.35642
0.0009705,-1.45058,0.353954
0.000971,-1.39711,0.351026
0.0009715,-1.34143,0.347651
0.000972,-1.28362,0.343846
0.0009725,-1.22371,0.339625
0.000973,-1.16176,0.335004
0.0009735,-1.09784,0.330001
0.000974,-1.032,0.324632
0.0009745,-0.964292,0.318916
0.000975,-0.894789,0.312869
0.0009755,-0.823551,0.30651
0.000976,-0.750644,0.299858
0.0009765,-0.676134,0.292932
0.000977,-0.600089,0.28575
0.0009775,-0.522579,0.278333
0.000978,-0.443675,0.270699
0.0009785,-0.363449,0.262869
0.000979,-0.281975,0.254862
0.0009795,-0.199327,0.246698
0.00098,-0.115581,0.238398
0.0009805,-0.0308139,0.229981
0.000981,0.0548973,0.221467
0.0009815,0.141474,0.212877
0.000982,0.228836,0.204231
0.0009825,0.316905,0.195548
0.000983,0.405599,0.186848
0.0009835,0.494837,0.178151
0.000984,0.584538,0.169476
0.0009845,0.674619,0.160843
0.000985,0.764999,0.15227
0.0009855,0.855593,0.143777
0.000986,0.946319,0.135381
0.0009865,1.03709,0.127101
0.000987,1.12784,0.118954
0.0009875,1.21846,0.110958
0.000988,1.30889,0.103129
0.0009885,1.39903,0.0954852
0.000989,1.4888,0.088041
0.0009895,1.57813,0.0808125
0.00099,1.66693,0.0738147
0.0009905,1.75512,0.067062
0.000991,1.84262,0.0605683
0.0009915,1.92935,0.054347
0.000992,2.01522,0.0484108
0.0009925,2.10017,0.0427718
0.000993,2.1841,0.0374414
0.0009935,2.26696,0.0324306
0.000994,2.34865,0.0277494
0.0009945,2.42911,0.0234072
0.000995,2.50826,0.0194129
0.0009955,2.58603,0.0157745
0.000996,2.66235,0.0124992
0.0009965,2.73715,0.00959367
0.000997,2.81035,0.00706369
0.0009975,2.8819,0.00491433
0.000998,2.95172,0.00314988
0.0009985,3.01976,0.00177387
0.000999,3.08595,0.000789044
0.0009995,3.15023,0.000197359
0.001,3.21254,6.87683e-25
